id,title,open_state,url,time_left_to_submission,themes,registrations_count,featured,organization_name,start_date,end_date
19068,HackSharks 2.0,open,https://hacksharks-2-0.devpost.com/,about 1 month left,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 16, 'name': 'Health'}, {'id': 6, 'name': 'Machine Learning/AI'}]",329,False,Indian Institute of Technology,"Sep 03, 2023","Nov 30, 2023"
18956,AI Classroom Challenge,open,https://ai-classroom-challenge.devpost.com/,4 days left,"[{'id': 19, 'name': 'Education'}, {'id': 6, 'name': 'Machine Learning/AI'}, {'id': 17, 'name': 'Low/No Code'}]",275,False,AI Consensus,"Sep 18, 2023","Oct 29, 2023"
19303,Innovate2Educate Hackathon,open,https://innovate2educate.devpost.com/,10 days left,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 19, 'name': 'Education'}, {'id': 17, 'name': 'Low/No Code'}]",187,False,Strive Squad,"Oct 06, 2023","Nov 03, 2023"
19228,AMD Code Jam,open,https://amdcodejam.devpost.com/,about 1 month left,"[{'id': 2, 'name': 'DevOps'}, {'id': 9, 'name': 'Cybersecurity'}, {'id': 6, 'name': 'Machine Learning/AI'}]",19,False,AMD,"Oct 23, 2023","Dec 04, 2023"
18610,Tech Solutions to Reduce Sexually Transmitted Infections: Virtual,open,https://sti-hackathon-virtual.devpost.com/,6 days left,"[{'id': 5, 'name': 'AR/VR'}, {'id': 16, 'name': 'Health'}, {'id': 6, 'name': 'Machine Learning/AI'}]",112,False,National Academies,"Sep 19, 2023","Oct 30, 2023"
19364,"Equitable Elevation III - (Internship, Prestigious Article, 300K Non-Cash Prize)",open,https://equitable-elevation-iii.devpost.com/,11 days left,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 13, 'name': 'Social Good'}, {'id': 17, 'name': 'Low/No Code'}]",137,False,EQ Hacks,"Oct 08, 2023","Nov 05, 2023"
18937,5G Innovation Hackathon,open,https://5g-innovation-hackathon.devpost.com/,8 days left,"[{'id': 3, 'name': 'Fintech'}, {'id': 7, 'name': 'IoT'}]",118,False,Code for Pakistan,"Sep 18, 2023","Nov 02, 2023"
19046,Urban Health AI Challenge - Detroit ,open,https://urban-health-ai.devpost.com/,4 days left,"[{'id': 6, 'name': 'Machine Learning/AI'}, {'id': 13, 'name': 'Social Good'}, {'id': 5, 'name': 'AR/VR'}]",100,False,Univerity of detroit Mercy,"Sep 21, 2023","Oct 28, 2023"
19005,GreenHack Challenge 2023 - Biodiversity and Ecotourism App Hackathon,open,https://greenhack-challenge-2023.devpost.com/,10 days left,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 17, 'name': 'Low/No Code'}, {'id': 26, 'name': 'Mobile'}]",92,False,IPB University,"Oct 13, 2023","Nov 04, 2023"
19089,Future of Regenerative Cities GITEX GLOBAL - DevSlam 2023,open,https://regen-cities-gitex23.devpost.com/,2 days left,"[{'id': 13, 'name': 'Social Good'}, {'id': 7, 'name': 'IoT'}, {'id': 11, 'name': 'Productivity'}]",80,False,Global DevSlam,"Oct 20, 2023","Oct 27, 2023"
19380,MLH's Month Long Hackathon,open,https://hackfest-november.devpost.com/,about 1 month left,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}]",67,False,Major League Hacking,"Oct 16, 2023","Dec 01, 2023"
19415,Code for Change,open,https://code-for-change.devpost.com/,27 days left,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 17, 'name': 'Low/No Code'}, {'id': 13, 'name': 'Social Good'}]",47,False,Amdad-o-Agahi,"Oct 20, 2023","Nov 20, 2023"
19286,SF Hacks Code Jam 2023 V2,open,https://sf-hacks-code-jam-2023-v2.devpost.com/,8 days left,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 17, 'name': 'Low/No Code'}, {'id': 22, 'name': 'Open Ended'}]",46,False,SF Hacks,"Oct 01, 2023","Nov 01, 2023"
19443,2023-24 (Fall) ESE Senior Design ,open,https://ese4500f23.devpost.com/,2 months left,"[{'id': 19, 'name': 'Education'}]",43,False,university of pennsylvania,"Oct 16, 2023","Dec 24, 2023"
19176,Machine Hacks,open,https://machine-hacks.devpost.com/,12 days left,"[{'id': 16, 'name': 'Health'}, {'id': 17, 'name': 'Low/No Code'}, {'id': 6, 'name': 'Machine Learning/AI'}]",37,False,Rate-My-APs,"Oct 09, 2023","Nov 05, 2023"
16327,Syracuse Open Data Day,open,https://syracuse-open-data-day.devpost.com/,11 days left,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 13, 'name': 'Social Good'}, {'id': 28, 'name': 'Databases'}]",25,False,City of Syracuse,"Oct 04, 2023","Nov 04, 2023"
19327,Ghost in the Machine: AI Spookathon,open,https://spookathon.devpost.com/,7 days left,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 6, 'name': 'Machine Learning/AI'}, {'id': 22, 'name': 'Open Ended'}]",18,False,EVCCSC,"Oct 25, 2023","Oct 31, 2023"
19156,Innova BCP,open,https://innovabcp.devpost.com/,4 days left,"[{'id': 19, 'name': 'Education'}, {'id': 21, 'name': 'Enterprise'}, {'id': 6, 'name': 'Machine Learning/AI'}]",13,False,BCP,"Oct 23, 2023","Oct 28, 2023"
19283,The Green Plan 2030 Challenge,open,https://the-green-plan-2030-challenge.devpost.com/,22 days left,"[{'id': 19, 'name': 'Education'}, {'id': 7, 'name': 'IoT'}, {'id': 22, 'name': 'Open Ended'}]",12,False,TPCC DMIG,"Oct 08, 2023","Nov 16, 2023"
19404,North Shore Hacks,open,https://north-shore-hacks.devpost.com/,10 days left,"[{'id': 16, 'name': 'Health'}, {'id': 11, 'name': 'Productivity'}, {'id': 25, 'name': 'Web'}]",11,False,West Vancouver Programming Club,"Oct 25, 2023","Nov 03, 2023"
19483,Spooky Software Hackathon,open,https://spooky-software-hackathon.devpost.com/,8 days left,"[{'id': 18, 'name': 'Design'}, {'id': 4, 'name': 'Gaming'}, {'id': 15, 'name': 'Music/Art'}]",6,False,EVCCSC,"Oct 24, 2023","Nov 02, 2023"
18628,Microsoft AI Classroom Hackathon,upcoming,https://microsoftaiclassroom.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 19, 'name': 'Education'}, {'id': 6, 'name': 'Machine Learning/AI'}]",1015,False,Microsoft,"Oct 26, 2023","Dec 06, 2023"
18513,NEARCON IRL Hackathon,upcoming,https://nearcon-hackathon.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 1, 'name': 'Blockchain'}, {'id': 25, 'name': 'Web'}]",427,True,NEAR Protocol,"Nov 07, 2023","Nov 10, 2023"
18969,Decentralized Identity Foundation Hackathon,upcoming,https://difhackathon.devpost.com/,Upcoming,"[{'id': 1, 'name': 'Blockchain'}, {'id': 21, 'name': 'Enterprise'}, {'id': 13, 'name': 'Social Good'}]",139,False,Decentralized Identity Foundation,"Oct 26, 2023","Dec 02, 2023"
18689,natHACKS 2023,upcoming,https://nathacks23.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 19, 'name': 'Education'}, {'id': 16, 'name': 'Health'}]",403,False,NeurAlbertaTech,"Nov 16, 2023","Nov 19, 2023"
19229,Constellation: A Chainlink Hackathon,upcoming,https://constellation-hackathon.devpost.com/,Upcoming,"[{'id': 1, 'name': 'Blockchain'}, {'id': 3, 'name': 'Fintech'}, {'id': 25, 'name': 'Web'}]",98,False,Chainlink,"Nov 08, 2023","Dec 10, 2023"
17170,EducateHacks,upcoming,https://educatehacks-2024.devpost.com/,Upcoming,"[{'id': 19, 'name': 'Education'}, {'id': 22, 'name': 'Open Ended'}, {'id': 13, 'name': 'Social Good'}]",275,False,EducateHacks,"Apr 05, 2024","Apr 07, 2024"
15579,Hacknight 2023,upcoming,https://hacknight-23.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 19, 'name': 'Education'}, {'id': 16, 'name': 'Health'}]",212,False,Sahyadri Open Source Community,"Oct 28, 2023","Oct 29, 2023"
18043,LaunchHacks III,upcoming,https://launchhacks-iii.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 19, 'name': 'Education'}, {'id': 6, 'name': 'Machine Learning/AI'}]",198,False,LaunchHacks,"Apr 05, 2024","Apr 07, 2024"
18959,HackNC 2023,upcoming,https://hacknc-2023.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}]",22,True,HackNC,"Oct 28, 2023","Oct 29, 2023"
18598,DeveloperWeek 2024 Hackathon,upcoming,https://developerweek-2024-hackathon.devpost.com/,Upcoming,"[{'id': 2, 'name': 'DevOps'}, {'id': 21, 'name': 'Enterprise'}, {'id': 7, 'name': 'IoT'}]",96,False,DevNetwork,"Feb 05, 2024","Feb 23, 2024"
18898,The Brandeis Quant Club ML/AI Competition,upcoming,https://quants.devpost.com/,Upcoming,"[{'id': 4, 'name': 'Gaming'}, {'id': 6, 'name': 'Machine Learning/AI'}, {'id': 27, 'name': 'Robotic Process Automation'}]",82,False,Brandeis University,"Nov 05, 2023","Nov 12, 2023"
18262,IATA ONE Record Hackathon – hosted by Qatar Airways Cargo,upcoming,https://onerecord-doh.devpost.com/,Upcoming,"[{'id': 21, 'name': 'Enterprise'}, {'id': 7, 'name': 'IoT'}, {'id': 6, 'name': 'Machine Learning/AI'}]",76,False,Qatar Airways Cargo,"Nov 25, 2023","Nov 26, 2023"
18657, Fitch Code For a Cause 2023 with Amazon,upcoming,https://fitch-code4good-london.devpost.com/,Upcoming,"[{'id': 13, 'name': 'Social Good'}]",72,False,Fitch,"Nov 02, 2023","Nov 03, 2023"
19387,Fintech Collab Hack: TIAA Challenge,upcoming,https://asu-tiaa.devpost.com/,Upcoming,"[{'id': 3, 'name': 'Fintech'}, {'id': 4, 'name': 'Gaming'}, {'id': 6, 'name': 'Machine Learning/AI'}]",70,False,TIAA,"Nov 03, 2023","Nov 05, 2023"
18778,WAI Global Responsible AI Hackathon,upcoming,https://wai-responsible-ai-hackathon.devpost.com/,Upcoming,"[{'id': 17, 'name': 'Low/No Code'}, {'id': 13, 'name': 'Social Good'}, {'id': 18, 'name': 'Design'}]",67,False,Women in AI,"Nov 03, 2023","Nov 05, 2023"
19217,HappyHacks III,upcoming,https://happyhacks3.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 6, 'name': 'Machine Learning/AI'}, {'id': 11, 'name': 'Productivity'}]",65,False,Happy Hackers Foundation,"Nov 03, 2023","Nov 05, 2023"
19287,Innovate Hacks,upcoming,https://innovate-hacks.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 6, 'name': 'Machine Learning/AI'}, {'id': 22, 'name': 'Open Ended'}]",63,False,Hack Club,"Nov 13, 2023","Nov 26, 2023"
18712,CLOSED for SIGNUPS - Code For a Cause 2023 - Chicago,upcoming,https://fitch-code4good-chicago.devpost.com/,Upcoming,"[{'id': 13, 'name': 'Social Good'}]",60,False,Fitch,"Dec 11, 2023","Dec 13, 2023"
19248,INRIX Hack 2023,upcoming,https://inrix-hack-2023.devpost.com/,Upcoming,"[{'id': 21, 'name': 'Enterprise'}, {'id': 26, 'name': 'Mobile'}, {'id': 25, 'name': 'Web'}]",49,False,SCU ACM x INRIX,"Nov 11, 2023","Nov 12, 2023"
19314,Leh-Laf Hackathon,upcoming,https://leh-laf-2023.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 19, 'name': 'Education'}, {'id': 13, 'name': 'Social Good'}]",43,False,Lehigh CSBA,"Nov 11, 2023","Nov 12, 2023"
19095,MakeUC,upcoming,https://makeuc-2023.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}]",41,False,IEEE@UC,"Nov 04, 2023","Nov 05, 2023"
18781,Girls in Tech SF Hacking for Humanity 2023,upcoming,https://girlsintech2023.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 17, 'name': 'Low/No Code'}, {'id': 13, 'name': 'Social Good'}]",38,False,Girls in Tech SF,"Nov 11, 2023","Nov 12, 2023"
19432,HarvestHacks Bay Area,upcoming,https://ycwhacks.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 17, 'name': 'Low/No Code'}, {'id': 6, 'name': 'Machine Learning/AI'}]",36,False,Youth Coding Workshops,"Nov 01, 2023","Nov 20, 2023"
17971,LaunchHacks IV,upcoming,https://launchhacks-iv.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 19, 'name': 'Education'}, {'id': 22, 'name': 'Open Ended'}]",35,False,LaunchHacks,"Apr 08, 2025","Apr 09, 2025"
19462,CAPTURETHEWORLD,upcoming,https://capturetheworld.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 6, 'name': 'Machine Learning/AI'}, {'id': 13, 'name': 'Social Good'}]",29,False,Youth Coding Workshops,"Oct 28, 2023","Oct 30, 2023"
19272,HackNJIT 2023,upcoming,https://hacknjit-2023.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 19, 'name': 'Education'}, {'id': 22, 'name': 'Open Ended'}]",28,False,NJIT ACM,"Nov 04, 2023","Nov 05, 2023"
17365,Hoya Hacks 2024,upcoming,https://hoya-hacks-2024.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}, {'id': 13, 'name': 'Social Good'}]",27,False,Hoya Hacks,"Jan 26, 2024","Jan 28, 2024"
19310,Pebble Change the World Hackathon ($70K in prizes),upcoming,https://pebble-change-the-world.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 13, 'name': 'Social Good'}, {'id': 11, 'name': 'Productivity'}]",25,False,Pebble Education,"Oct 27, 2023","Nov 06, 2023"
19414,Solo Hacks 1.0,upcoming,https://solo-hacks-1-0.devpost.com/,Upcoming,"[{'id': 6, 'name': 'Machine Learning/AI'}, {'id': 19, 'name': 'Education'}, {'id': 13, 'name': 'Social Good'}]",25,False,grayscale,"Nov 18, 2023","Nov 19, 2023"
18319,LearnHacks ,upcoming,https://colearn-hacks.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 17, 'name': 'Low/No Code'}, {'id': 13, 'name': 'Social Good'}]",23,False,LearnHacks,"Nov 03, 2023","Nov 05, 2023"
19189,Hacking for Humanity - Tech para la inclusión financiera,upcoming,https://hacking-for-humanity-dr-2023.devpost.com/,Upcoming,"[{'id': 19, 'name': 'Education'}, {'id': 3, 'name': 'Fintech'}, {'id': 13, 'name': 'Social Good'}]",23,False,Girls in Tech DR,"Nov 10, 2023","Nov 12, 2023"
19318,LearnHacks,upcoming,https://learnhacks-1.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 19, 'name': 'Education'}, {'id': 13, 'name': 'Social Good'}]",19,False,LearnHacks,"Oct 27, 2023","Oct 29, 2023"
18909,LexHack 2023,upcoming,https://lexhack2023.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}]",19,False,Lexhack,"Nov 11, 2023","Nov 12, 2023"
19306,HappyHacks IV,upcoming,https://happyhacks4.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 6, 'name': 'Machine Learning/AI'}, {'id': 11, 'name': 'Productivity'}]",19,False,Happy Hackers Foundation,"Dec 01, 2023","Dec 03, 2023"
18773,Horror Hacks 2023,upcoming,https://horror-hacks-23.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 18, 'name': 'Design'}, {'id': 25, 'name': 'Web'}]",18,False,Alpharetta HS Hack Club,"Oct 27, 2023","Oct 29, 2023"
19406,Cal Hacks 10.0,upcoming,https://cal-hacks-10.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}]",17,False,Cal Hacks,"Oct 27, 2023","Oct 29, 2023"
19230,Hackathon 2023 - #Tech4Good,upcoming,https://hackathon-2023-for-health.devpost.com/,Upcoming,"[{'id': 18, 'name': 'Design'}, {'id': 16, 'name': 'Health'}, {'id': 13, 'name': 'Social Good'}]",17,False,iStart Valley,"Nov 03, 2023","Nov 05, 2023"
19377,HackBlue Cyber Hackathon,upcoming,https://hackblue.devpost.com/,Upcoming,"[{'id': 9, 'name': 'Cybersecurity'}, {'id': 17, 'name': 'Low/No Code'}, {'id': 22, 'name': 'Open Ended'}]",17,False,HackBlue,"Nov 17, 2023","Nov 28, 2023"
19175,Epson Innovation Challenge #3,upcoming,https://epson-innovation-challenge3.devpost.com/,Upcoming,"[{'id': 6, 'name': 'Machine Learning/AI'}, {'id': 22, 'name': 'Open Ended'}, {'id': 11, 'name': 'Productivity'}]",16,False,Foundry 415 Innovation Group,"Oct 26, 2023","Nov 03, 2023"
19243,"Cornucodia ($17k+ in prizes, internship opportunities)",upcoming,https://cornucodia.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 17, 'name': 'Low/No Code'}, {'id': 22, 'name': 'Open Ended'}]",15,False,APEERS,"Nov 01, 2023","Nov 28, 2023"
18979,D Incuvator,upcoming,https://d-incuvator-18979.devpost.com/,Upcoming,"[{'id': 28, 'name': 'Databases'}, {'id': 19, 'name': 'Education'}, {'id': 12, 'name': 'Lifehacks'}]",15,False,University of Colorado Denver,"Dec 15, 2023","Dec 16, 2023"
18761,HackRPI X,upcoming,https://hackrpi-x-2023.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}, {'id': 13, 'name': 'Social Good'}]",13,False,Rensselaer Polytechnic Institute,"Nov 04, 2023","Nov 05, 2023"
19418,HackUTD X,upcoming,https://hackutd-x.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}, {'id': 13, 'name': 'Social Good'}]",13,False,hackutd,"Nov 04, 2023","Nov 05, 2023"
19434,Hack the Change 2023,upcoming,https://hack-the-change-2023-19434.devpost.com/,Upcoming,"[{'id': 22, 'name': 'Open Ended'}, {'id': 11, 'name': 'Productivity'}, {'id': 13, 'name': 'Social Good'}]",13,False,Code the Change YYC,"Nov 10, 2023","Nov 12, 2023"
18794,PioneerHacks V,upcoming,https://pioneerhacks-v.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}, {'id': 13, 'name': 'Social Good'}]",13,False,Tinovation,"Feb 17, 2024","Feb 18, 2024"
19257,The Tiger Games,upcoming,https://the-tiger-games-2.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}, {'id': 13, 'name': 'Social Good'}]",12,False,Computing Org for Multicultural Students,"Nov 04, 2023","Nov 05, 2023"
18742,Just Hack: A Just Transition Challenge,upcoming,https://justhack2023.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}, {'id': 13, 'name': 'Social Good'}]",12,False,Latino Community Fund,"Nov 17, 2023","Nov 18, 2023"
19210,MksU Hackfest 2023,upcoming,https://mksu-hackfest-2023.devpost.com/,Upcoming,"[{'id': 7, 'name': 'IoT'}, {'id': 6, 'name': 'Machine Learning/AI'}, {'id': 26, 'name': 'Mobile'}]",11,False,Machakos University Tech Community,"Nov 16, 2023","Nov 17, 2023"
17723,[See desc for more info] PlanetUnity Winter '23 - WORLD,upcoming,https://planetunity-winter-23-world.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}, {'id': 13, 'name': 'Social Good'}]",11,False,Planet Unity,"Feb 17, 2024","Feb 25, 2024"
19334,Bharat TechXperience,upcoming,https://bharat-techxperience-19334.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 13, 'name': 'Social Good'}, {'id': 25, 'name': 'Web'}]",10,False,Google Developer Student Clubs,"Oct 27, 2023","Oct 29, 2023"
19336,AI for Good Hackathon,upcoming,https://2023aiforgoodhackathon.devpost.com/,Upcoming,"[{'id': 6, 'name': 'Machine Learning/AI'}, {'id': 13, 'name': 'Social Good'}]",10,False,Florida Data Science for Good,"Nov 03, 2023","Nov 05, 2023"
16194,NextStep Hacks 2023,upcoming,https://nextstep2023.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 19, 'name': 'Education'}, {'id': 13, 'name': 'Social Good'}]",10,False,HackAlphaX,"Dec 15, 2023","Dec 17, 2023"
18731,HackSimBuild 2024,upcoming,https://hacksimbuild-2024.devpost.com/,Upcoming,"[{'id': 18, 'name': 'Design'}, {'id': 2, 'name': 'DevOps'}, {'id': 13, 'name': 'Social Good'}]",10,False,IBPSA-USA,"May 20, 2024","May 21, 2024"
19199,SkyHack 2023,upcoming,https://skyhack-2023.devpost.com/,Upcoming,"[{'id': 18, 'name': 'Design'}, {'id': 19, 'name': 'Education'}, {'id': 13, 'name': 'Social Good'}]",9,False,Kent State University,"Nov 03, 2023","Nov 05, 2023"
19431,QubitX Hacks,upcoming,https://qubitx.devpost.com/,Upcoming,"[{'id': 28, 'name': 'Databases'}, {'id': 17, 'name': 'Low/No Code'}, {'id': 6, 'name': 'Machine Learning/AI'}]",9,False,QubitX,"Dec 22, 2023","Jan 14, 2024"
19220,-,upcoming,https://hackcbs.devpost.com/,Upcoming,"[{'id': 25, 'name': 'Web'}]",8,False,other,"Nov 03, 2023","Nov 05, 2023"
19313,Interledger Hackathon - ILP Summit 2023 Edition,upcoming,https://interledger-hackathon-2023.devpost.com/,Upcoming,"[{'id': 3, 'name': 'Fintech'}, {'id': 17, 'name': 'Low/No Code'}, {'id': 25, 'name': 'Web'}]",7,False,Interledger Foundation,"Nov 08, 2023",
19449,GNEC Hackathon 2024 - Compete For UN - Affiliated / NGO Internships and prizes,upcoming,https://gnec-hackathon-2024.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 13, 'name': 'Social Good'}, {'id': 25, 'name': 'Web'}]",7,False,Global NGO Executive Committee,"Jan 21, 2024","Feb 11, 2024"
19365,Analytics For Good Hackathon,upcoming,https://analytics-for-good-hackathon.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 10, 'name': 'Communication'}, {'id': 13, 'name': 'Social Good'}]",6,False,University of Minnesota,"Feb 01, 2024","Feb 03, 2024"
19356,Evergreen Grand Hackathon,upcoming,https://evergreen-grand-hackathon.devpost.com/,Upcoming,"[{'id': 6, 'name': 'Machine Learning/AI'}, {'id': 22, 'name': 'Open Ended'}, {'id': 11, 'name': 'Productivity'}]",5,False,Evergreen Valley College,"Nov 14, 2023","Dec 04, 2023"
19476,Hack@Davidson II,upcoming,https://hackatdavidson.devpost.com/,Upcoming,"[{'id': 18, 'name': 'Design'}, {'id': 17, 'name': 'Low/No Code'}, {'id': 6, 'name': 'Machine Learning/AI'}]",5,False,Hack@Davidson,"Feb 02, 2024","Feb 04, 2024"
19114,GDSC Minerva DevFest on Campus | Hackathon,upcoming,https://gdscminerva-devhack.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 6, 'name': 'Machine Learning/AI'}, {'id': 25, 'name': 'Web'}]",4,False,GDSC Minerva,"Oct 29, 2023","Nov 05, 2023"
19324,YCP Hacks 2023,upcoming,https://ycp-hacks-2023.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 18, 'name': 'Design'}, {'id': 22, 'name': 'Open Ended'}]",4,False,YCP Hacks,"Nov 03, 2023","Nov 05, 2023"
19368,Code for Cause,upcoming,https://codeforcause.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}, {'id': 13, 'name': 'Social Good'}]",4,False,Hack Club,"Dec 09, 2023",
18954,McHacks'24: Mario's Odyssey of Innovation,upcoming,https://mchacksnsbe.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 10, 'name': 'Communication'}, {'id': 16, 'name': 'Health'}]",4,False,NSBE,"Feb 10, 2024","Feb 11, 2024"
19205,VandyHacks X,upcoming,https://vandyhacks-x.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 19, 'name': 'Education'}, {'id': 22, 'name': 'Open Ended'}]",3,True,VandyHacks,"Oct 28, 2023","Oct 29, 2023"
19043,myNetworkHer[Hacks],upcoming,https://mynetworkher-hacks.devpost.com/,Upcoming,"[{'id': 23, 'name': 'Beginner Friendly'}, {'id': 22, 'name': 'Open Ended'}, {'id': 13, 'name': 'Social Good'}]",3,False,myNetworkHer,"Nov 04, 2023",
