id,title,open_state,url,time_left_to_submission,registrations_count,featured,organization_name,start_date,end_date,5_AR/VR,23_Beginner Friendly,11_Productivity,6_Machine Learning/AI,2_DevOps,25_Web,21_Enterprise,22_Open Ended,28_Databases,10_Communication,7_IoT,17_Low/No Code,19_Education,4_Gaming,13_Social Good,1_Blockchain,16_Health,9_Cybersecurity,3_Fintech,26_Mobile,18_Design,15_Music/Art,27_Robotic Process Automation,12_Lifehacks,14_COVID-19,20_E-commerce/Retail,24_Quantum,8_Voice skills
19229,Constellation: A Chainlink Hackathon,upcoming,https://constellation-hackathon.devpost.com/,70 days left,98,False,Chainlink,"Nov 08, 2023","Dec 10, 2023",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
17170,EducateHacks,closed,https://educatehacks-2024.devpost.com/,0 days left,275,False,EducateHacks,"Apr 05, 2023","Apr 07, 2023",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15579,Hacknight 2023,upcoming,https://hacknight-23.devpost.com/,27 days left,212,False,Sahyadri Open Source Community,"Oct 28, 2023","Oct 28, 2023",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18043,LaunchHacks III,closed,https://launchhacks-iii.devpost.com/,0 days left,198,False,LaunchHacks,"Apr 05, 2023","Apr 07, 2023",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18959,HackNC 2023,upcoming,https://hacknc-2023.devpost.com/,27 days left,22,True,HackNC,"Oct 28, 2023","Oct 28, 2023",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18598,DeveloperWeek 2024 Hackathon,closed,https://developerweek-2024-hackathon.devpost.com/,0 days left,96,False,DevNetwork,"Feb 05, 2023","Feb 23, 2023",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18898,The Brandeis Quant Club ML/AI Competition,upcoming,https://quants.devpost.com/,42 days left,82,False,Brandeis University,"Nov 05, 2023","Nov 12, 2023",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18262,IATA ONE Record Hackathon – hosted by Qatar Airways Cargo,upcoming,https://onerecord-doh.devpost.com/,56 days left,76,False,Qatar Airways Cargo,"Nov 25, 2023","Nov 26, 2023",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18657, Fitch Code For a Cause 2023 with Amazon,upcoming,https://fitch-code4good-london.devpost.com/,33 days left,72,False,Fitch,"Nov 02, 2023","Nov 03, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19387,Fintech Collab Hack: TIAA Challenge,upcoming,https://asu-tiaa.devpost.com/,35 days left,70,False,TIAA,"Nov 03, 2023","Nov 05, 2023",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18778,WAI Global Responsible AI Hackathon,upcoming,https://wai-responsible-ai-hackathon.devpost.com/,35 days left,67,False,Women in AI,"Nov 03, 2023","Nov 05, 2023",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19217,HappyHacks III,upcoming,https://happyhacks3.devpost.com/,35 days left,65,False,Happy Hackers Foundation,"Nov 03, 2023","Nov 05, 2023",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19287,Innovate Hacks,upcoming,https://innovate-hacks.devpost.com/,56 days left,63,False,Hack Club,"Nov 13, 2023","Nov 26, 2023",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18712,CLOSED for SIGNUPS - Code For a Cause 2023 - Chicago,upcoming,https://fitch-code4good-chicago.devpost.com/,73 days left,60,False,Fitch,"Dec 11, 2023","Dec 13, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19248,INRIX Hack 2023,upcoming,https://inrix-hack-2023.devpost.com/,42 days left,49,False,SCU ACM x INRIX,"Nov 11, 2023","Nov 12, 2023",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19314,Leh-Laf Hackathon,upcoming,https://leh-laf-2023.devpost.com/,42 days left,43,False,Lehigh CSBA,"Nov 11, 2023","Nov 12, 2023",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19095,MakeUC,upcoming,https://makeuc-2023.devpost.com/,35 days left,41,False,IEEE@UC,"Nov 04, 2023","Nov 05, 2023",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18781,Girls in Tech SF Hacking for Humanity 2023,upcoming,https://girlsintech2023.devpost.com/,42 days left,38,False,Girls in Tech SF,"Nov 11, 2023","Nov 12, 2023",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19432,HarvestHacks Bay Area,upcoming,https://ycwhacks.devpost.com/,50 days left,36,False,Youth Coding Workshops,"Nov 01, 2023","Nov 20, 2023",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17971,LaunchHacks IV,closed,https://launchhacks-iv.devpost.com/,0 days left,35,False,LaunchHacks,"Apr 08, 2023","Apr 09, 2023",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19462,CAPTURETHEWORLD,upcoming,https://capturetheworld.devpost.com/,29 days left,29,False,Youth Coding Workshops,"Oct 28, 2023","Oct 30, 2023",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19272,HackNJIT 2023,upcoming,https://hacknjit-2023.devpost.com/,35 days left,28,False,NJIT ACM,"Nov 04, 2023","Nov 05, 2023",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17365,Hoya Hacks 2024,closed,https://hoya-hacks-2024.devpost.com/,0 days left,27,False,Hoya Hacks,"Jan 26, 2023","Jan 28, 2023",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19310,Pebble Change the World Hackathon ($70K in prizes),upcoming,https://pebble-change-the-world.devpost.com/,36 days left,25,False,Pebble Education,"Oct 27, 2023","Nov 06, 2023",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19414,Solo Hacks 1.0,upcoming,https://solo-hacks-1-0.devpost.com/,49 days left,25,False,grayscale,"Nov 18, 2023","Nov 19, 2023",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18319,LearnHacks ,upcoming,https://colearn-hacks.devpost.com/,35 days left,23,False,LearnHacks,"Nov 03, 2023","Nov 05, 2023",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19189,Hacking for Humanity - Tech para la inclusión financiera,upcoming,https://hacking-for-humanity-dr-2023.devpost.com/,42 days left,23,False,Girls in Tech DR,"Nov 10, 2023","Nov 12, 2023",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
19318,LearnHacks,upcoming,https://learnhacks-1.devpost.com/,27 days left,19,False,LearnHacks,"Oct 27, 2023","Oct 28, 2023",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18909,LexHack 2023,upcoming,https://lexhack2023.devpost.com/,42 days left,19,False,Lexhack,"Nov 11, 2023","Nov 12, 2023",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19306,HappyHacks IV,upcoming,https://happyhacks4.devpost.com/,63 days left,19,False,Happy Hackers Foundation,"Dec 01, 2023","Dec 03, 2023",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18773,Horror Hacks 2023,upcoming,https://horror-hacks-23.devpost.com/,27 days left,18,False,Alpharetta HS Hack Club,"Oct 27, 2023","Oct 28, 2023",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19406,Cal Hacks 10.0,upcoming,https://cal-hacks-10.devpost.com/,27 days left,17,False,Cal Hacks,"Oct 27, 2023","Oct 28, 2023",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19230,Hackathon 2023 - #Tech4Good,upcoming,https://hackathon-2023-for-health.devpost.com/,35 days left,17,False,iStart Valley,"Nov 03, 2023","Nov 05, 2023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
19377,HackBlue Cyber Hackathon,upcoming,https://hackblue.devpost.com/,58 days left,17,False,HackBlue,"Nov 17, 2023","Nov 28, 2023",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19175,Epson Innovation Challenge #3,upcoming,https://epson-innovation-challenge3.devpost.com/,33 days left,16,False,Foundry 415 Innovation Group,"Oct 26, 2023","Nov 03, 2023",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19243,"Cornucodia ($17k+ in prizes, internship opportunities)",upcoming,https://cornucodia.devpost.com/,58 days left,15,False,APEERS,"Nov 01, 2023","Nov 28, 2023",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18979,D Incuvator,upcoming,https://d-incuvator-18979.devpost.com/,76 days left,15,False,University of Colorado Denver,"Dec 15, 2023","Dec 16, 2023",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18761,HackRPI X,upcoming,https://hackrpi-x-2023.devpost.com/,35 days left,13,False,Rensselaer Polytechnic Institute,"Nov 04, 2023","Nov 05, 2023",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19418,HackUTD X,upcoming,https://hackutd-x.devpost.com/,35 days left,13,False,hackutd,"Nov 04, 2023","Nov 05, 2023",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19434,Hack the Change 2023,upcoming,https://hack-the-change-2023-19434.devpost.com/,42 days left,13,False,Code the Change YYC,"Nov 10, 2023","Nov 12, 2023",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18794,PioneerHacks V,closed,https://pioneerhacks-v.devpost.com/,0 days left,13,False,Tinovation,"Feb 17, 2023","Feb 18, 2023",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19257,The Tiger Games,upcoming,https://the-tiger-games-2.devpost.com/,35 days left,12,False,Computing Org for Multicultural Students,"Nov 04, 2023","Nov 05, 2023",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18742,Just Hack: A Just Transition Challenge,upcoming,https://justhack2023.devpost.com/,48 days left,12,False,Latino Community Fund,"Nov 17, 2023","Nov 18, 2023",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19210,MksU Hackfest 2023,upcoming,https://mksu-hackfest-2023.devpost.com/,47 days left,11,False,Machakos University Tech Community,"Nov 16, 2023","Nov 17, 2023",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17723,[See desc for more info] PlanetUnity Winter '23 - WORLD,closed,https://planetunity-winter-23-world.devpost.com/,0 days left,11,False,Planet Unity,"Feb 17, 2023","Feb 25, 2023",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19334,Bharat TechXperience,upcoming,https://bharat-techxperience-19334.devpost.com/,27 days left,10,False,Google Developer Student Clubs,"Oct 27, 2023","Oct 28, 2023",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19336,AI for Good Hackathon,upcoming,https://2023aiforgoodhackathon.devpost.com/,35 days left,10,False,Florida Data Science for Good,"Nov 03, 2023","Nov 05, 2023",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16194,NextStep Hacks 2023,upcoming,https://nextstep2023.devpost.com/,77 days left,10,False,HackAlphaX,"Dec 15, 2023","Dec 17, 2023",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18731,HackSimBuild 2024,closed,https://hacksimbuild-2024.devpost.com/,0 days left,10,False,IBPSA-USA,"May 20, 2023","May 21, 2023",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19199,SkyHack 2023,upcoming,https://skyhack-2023.devpost.com/,35 days left,9,False,Kent State University,"Nov 03, 2023","Nov 05, 2023",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
19431,QubitX Hacks,closed,https://qubitx.devpost.com/,0 days left,9,False,QubitX,"Dec 22, 2023","Jan 14, 2023",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19220,-,upcoming,https://hackcbs.devpost.com/,35 days left,8,False,other,"Nov 03, 2023","Nov 05, 2023",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19313,Interledger Hackathon - ILP Summit 2023 Edition,upcoming,https://interledger-hackathon-2023.devpost.com/,91 days left,7,False,Interledger Foundation,"Nov 08, 2023",,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19449,GNEC Hackathon 2024 - Compete For UN - Affiliated / NGO Internships and prizes,closed,https://gnec-hackathon-2024.devpost.com/,0 days left,7,False,Global NGO Executive Committee,"Jan 21, 2023","Feb 11, 2023",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19365,Analytics For Good Hackathon,closed,https://analytics-for-good-hackathon.devpost.com/,0 days left,6,False,University of Minnesota,"Feb 01, 2023","Feb 03, 2023",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19356,Evergreen Grand Hackathon,upcoming,https://evergreen-grand-hackathon.devpost.com/,64 days left,5,False,Evergreen Valley College,"Nov 14, 2023","Dec 04, 2023",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19476,Hack@Davidson II,closed,https://hackatdavidson.devpost.com/,0 days left,5,False,Hack@Davidson,"Feb 02, 2023","Feb 04, 2023",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19114,GDSC Minerva DevFest on Campus | Hackathon,upcoming,https://gdscminerva-devhack.devpost.com/,35 days left,4,False,GDSC Minerva,"Oct 28, 2023","Nov 05, 2023",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19324,YCP Hacks 2023,upcoming,https://ycp-hacks-2023.devpost.com/,35 days left,4,False,YCP Hacks,"Nov 03, 2023","Nov 05, 2023",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19368,Code for Cause,upcoming,https://codeforcause.devpost.com/,91 days left,4,False,Hack Club,"Dec 09, 2023",,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18954,McHacks'24: Mario's Odyssey of Innovation,closed,https://mchacksnsbe.devpost.com/,0 days left,4,False,NSBE,"Feb 10, 2023","Feb 11, 2023",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19205,VandyHacks X,upcoming,https://vandyhacks-x.devpost.com/,27 days left,3,True,VandyHacks,"Oct 28, 2023","Oct 28, 2023",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19043,myNetworkHer[Hacks],upcoming,https://mynetworkher-hacks.devpost.com/,91 days left,3,False,myNetworkHer,"Nov 04, 2023",,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19391,INRIX Amazon University Hack 2023,upcoming,https://inrix-amazon-u-hack-2023.devpost.com/,63 days left,3,False,INRIX,"Dec 02, 2023","Dec 03, 2023",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19355,Hack_NCState 2024,closed,https://hackncstate2024.devpost.com/,0 days left,3,False,North Carolina State University,"Feb 03, 2023","Feb 04, 2023",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
